sweetness,body,carbonation,flavor,alcohol,acidity,aroma_intensity,finish,bti_code,is_hard
2.83,6.71,2.53,3.07,5.37,7.33,6.92,3.5,DHMCL,0
7.36,5.43,8.34,7.79,4.61,5.06,5.57,7.58,SHFUL,1
7.26,6.91,2.42,8.81,10.0,6.12,6.63,7.57,SHMUH,0
5.81,2.31,2.2,3.53,8.39,4.43,4.28,6.44,SLMCH,0
7.36,8.25,0.71,4.02,10.0,7.28,3.1,5.15,SHMUH,1
4.02,6.38,3.53,8.04,10.0,2.56,7.85,2.64,DHMUH,1
7.7,4.85,2.16,8.15,4.86,6.07,3.72,3.04,SHMUL,0
7.44,7.86,7.09,6.91,9.35,4.3,8.27,6.37,SHFUH,0
5.78,2.57,2.56,9.36,8.76,4.43,3.61,3.45,SLMUH,0
3.57,6.44,5.48,1.74,8.77,7.74,4.98,6.4,DHFCH,0
1.65,7.86,2.65,2.43,9.46,4.86,4.45,5.21,DHMCH,0
7.66,2.9,4.93,6.72,8.62,5.13,2.38,4.51,SLMUH,1
7.74,1.89,3.95,2.06,5.02,5.4,4.07,5.71,SLMCL,0
3.49,6.94,3.31,3.18,4.43,6.46,6.05,5.15,DHMCL,0
7.97,1.62,7.13,3.63,10.0,3.41,4.79,5.31,SLFCH,0
3.33,2.2,2.57,1.8,5.59,3.23,6.17,4.71,DLMCL,0
2.3,8.33,6.17,0.83,5.49,4.1,4.41,2.21,DHFCL,0
2.9,0.71,2.06,8.26,5.18,5.89,4.9,6.75,DLMUL,0
7.48,7.46,2.67,5.14,6.13,4.78,5.87,2.93,SHMUL,0
6.58,2.23,2.26,6.96,8.47,3.98,7.08,4.43,SLMUH,0
7.62,7.24,5.96,1.02,4.65,4.99,4.09,5.94,SHFCL,0
6.8,7.38,0.88,0.16,5.57,3.52,4.32,2.92,SHMCL,0
0.34,8.06,10.0,8.12,4.31,5.42,3.08,6.85,DHFUL,0
2.99,4.29,7.34,1.95,10.0,4.13,4.73,6.08,DLFCH,0
0.34,7.46,1.48,7.6,4.35,5.64,5.03,7.1,DHMUL,0
8.14,2.46,6.6,7.14,9.03,5.44,9.03,5.83,SLFUH,0
8.42,4.01,2.03,4.23,10.0,2.06,4.86,7.19,SHMCH,1
4.2,1.64,7.27,7.03,9.24,6.42,4.06,3.85,DLFUH,1
8.28,6.69,3.38,1.13,5.2,5.27,4.08,4.97,SHMCL,0
2.0,5.84,1.45,1.48,5.03,4.59,4.49,5.93,DHMCL,0
4.18,6.44,5.42,5.66,5.87,7.51,5.53,7.94,DHFUL,1
1.71,3.27,2.3,6.78,9.93,6.43,4.97,3.78,DLMUH,0
7.24,2.79,6.8,5.7,5.19,4.72,4.03,5.78,SLFUL,1
7.32,6.09,3.49,4.76,4.73,4.07,5.22,5.84,SHMUL,0
9.34,4.01,3.41,7.35,9.13,5.03,5.88,6.23,SLMUH,0
7.42,2.66,6.96,7.05,9.03,5.71,4.85,5.65,SLFUH,0
5.99,7.85,8.88,7.32,9.18,6.39,3.52,4.97,SHFUH,0
1.95,2.69,0.95,6.93,10.0,3.93,6.22,1.5,DLMUH,0
8.13,5.01,2.41,5.58,10.0,4.08,4.14,3.73,SHMUH,1
7.82,2.31,6.78,7.79,4.8,7.53,7.01,5.95,SLFUL,0
7.77,6.76,3.7,6.82,8.96,5.35,3.97,5.01,SHMUH,0
8.08,7.3,7.91,5.82,10.0,8.36,6.37,5.31,SHFUH,1
3.1,1.3,7.43,9.17,6.03,6.48,5.51,3.49,DLFUL,0
6.87,7.58,8.11,4.46,9.42,4.94,7.29,4.18,SHFCH,0
3.12,3.69,3.54,7.5,10.0,3.99,2.27,3.99,DLMUH,0
3.03,3.07,0.57,6.14,6.18,3.43,5.92,3.97,DLMUL,0
1.97,7.48,4.28,3.75,9.4,3.19,7.01,4.93,DHMCH,0
5.74,7.51,7.22,3.15,10.0,4.87,4.64,5.78,SHFCH,0
2.68,1.59,6.8,5.61,4.34,6.52,8.35,6.09,DLFUL,0
5.05,3.31,2.17,3.93,6.1,4.5,7.86,5.05,SLMCL,1
2.88,1.77,5.14,7.14,10.0,4.02,6.19,6.8,DLFUH,0
3.88,3.79,4.62,7.55,8.81,4.72,5.88,4.25,DLMUH,1
6.22,2.3,1.87,2.1,9.05,4.57,5.8,4.82,SLMCH,0
7.33,3.55,3.48,3.85,10.0,6.13,3.53,1.72,SLMCH,1
8.16,4.7,7.75,7.1,4.63,2.23,4.58,6.72,SLFUL,0
6.93,3.46,2.37,2.62,7.69,4.41,5.51,5.7,SLMCH,0
1.64,5.49,6.15,4.1,8.18,3.26,3.98,3.8,DLFCL,1
1.81,6.01,7.64,0.74,4.86,6.93,2.14,3.08,DHFCL,0
6.42,8.37,5.32,3.05,5.66,6.11,6.36,3.27,SHFCL,1
2.09,6.14,8.35,7.08,9.89,6.4,5.41,8.59,DHFUH,0
7.15,2.98,10.0,3.98,5.67,4.42,3.68,6.18,SLFCL,0
6.02,1.59,5.3,2.23,8.37,4.13,0.85,5.36,SLMCH,0
2.45,5.63,1.71,3.37,9.26,6.59,4.71,4.96,DHMCH,1
6.42,8.08,4.86,4.51,9.32,7.78,3.53,5.64,SHMUH,1
2.71,8.26,7.21,7.49,4.6,6.36,3.96,7.23,DHFUL,0
6.46,5.44,6.6,4.01,10.0,5.35,4.04,4.67,SHFCH,0
7.3,10.0,7.68,2.95,9.08,6.53,6.14,6.15,SHFCH,0
2.36,7.08,4.88,2.62,9.39,6.91,5.01,3.12,DHFCH,0
1.56,8.58,6.4,9.76,9.13,7.58,4.72,7.37,DHFUH,0
4.95,8.81,6.78,7.23,4.87,5.22,3.95,5.66,DHFUL,0
2.99,5.49,3.08,5.12,9.02,5.45,4.77,5.66,DLMUH,1
8.04,1.47,2.74,1.08,5.27,3.79,3.08,6.07,SLMCL,0
6.71,6.59,7.8,3.22,10.0,5.64,2.24,4.21,SHFCH,1
7.29,9.33,5.77,8.42,4.94,4.5,2.95,5.89,SHFUL,0
2.13,6.6,7.33,4.34,4.24,3.25,3.05,7.59,DHFCL,0
7.78,2.66,3.28,3.31,4.03,1.63,6.5,6.78,SLMCL,0
6.21,4.44,1.07,0.73,5.07,6.69,4.98,1.61,SHMCL,1
3.24,5.68,5.71,2.42,9.38,5.87,5.03,5.87,DHFCH,0
1.9,7.51,3.29,2.68,4.61,6.84,7.37,5.74,DHMCL,0
6.0,0.0,2.88,2.93,9.79,4.21,7.23,4.31,SLMCH,0
3.31,6.03,8.13,1.72,6.84,3.37,3.11,5.77,DHFCL,1
7.04,6.17,4.48,6.9,4.66,4.9,5.1,4.42,SHMUL,0
3.65,8.03,3.63,7.83,9.74,2.33,4.52,4.66,DHMUH,0
1.94,4.23,7.25,1.71,4.83,5.3,3.85,3.79,DLFCL,1
6.73,1.32,3.05,5.74,5.33,6.23,5.65,4.67,SLMUL,0
2.39,4.04,7.76,0.79,4.57,6.16,4.58,4.23,DLFCL,1
6.09,8.13,1.99,2.51,8.72,5.18,6.39,3.79,SHMCH,0
7.9,6.04,2.11,4.21,8.47,5.84,5.17,5.49,SHMCL,1
6.52,2.76,5.11,2.89,9.46,4.54,9.02,2.69,SLFCH,1
1.56,8.67,1.7,8.48,9.24,5.21,2.92,4.09,DHMUH,0
2.63,2.09,6.0,3.03,8.31,3.45,4.14,6.2,DLFCH,0
0.47,6.34,8.9,7.38,4.93,6.12,7.47,6.46,DHFUL,1
9.03,3.87,8.1,6.6,6.09,4.47,4.6,7.16,SLFUL,0
6.63,5.99,1.18,6.08,5.67,6.79,5.48,7.24,SHMUL,1
1.33,3.19,7.5,2.02,9.32,3.96,6.33,2.87,DLFCH,0
5.23,5.07,1.68,4.09,9.94,4.23,3.75,6.09,DHMCH,1
7.45,5.5,7.5,7.11,4.66,4.17,2.9,3.87,SLFUL,1
7.6,2.93,6.84,7.07,10.0,6.64,5.1,3.21,SLFUH,0
7.27,3.99,1.68,6.78,8.82,2.78,5.46,5.3,SLMUH,0
1.02,0.17,3.52,3.25,8.03,5.3,6.63,6.99,DLMCL,1
7.21,4.73,6.99,6.49,9.4,4.63,3.79,8.9,SLFUH,0
2.31,3.35,6.8,8.29,5.49,6.58,5.21,9.86,DLFUL,0
7.45,7.63,2.54,2.76,10.0,3.23,4.49,6.0,SHMCH,0
1.18,1.5,2.9,1.59,4.77,6.95,4.47,6.11,DLMCL,0
2.37,6.55,1.53,4.01,8.91,6.62,4.35,4.96,DHMCH,0
8.28,6.23,1.09,9.17,5.21,4.37,3.6,4.23,SHMUL,0
1.85,9.39,7.66,2.73,9.62,6.5,5.86,5.66,DHFCH,0
5.17,7.74,4.4,2.05,5.16,6.54,4.75,4.13,SHMCL,0
7.74,7.6,2.09,7.41,9.03,5.02,5.09,3.65,SHMUH,0
0.79,6.12,3.76,2.2,10.0,5.87,6.56,5.93,DHFCH,1
8.52,7.08,6.93,3.66,4.82,6.66,5.64,4.49,SHFCL,0
6.69,1.96,7.32,2.59,5.36,6.62,4.56,4.32,SLFCL,0
8.46,2.29,2.33,1.17,9.38,3.11,2.23,3.37,SLMCH,0
6.8,7.08,8.52,7.64,9.7,2.55,5.98,5.43,SHFUH,0
6.96,6.85,4.41,5.58,9.67,3.18,4.39,4.04,SHMUH,0
8.03,5.84,4.54,5.57,9.9,5.13,4.05,5.41,SLMUH,1
3.16,1.63,8.32,7.85,8.98,4.89,4.18,5.52,DLFUH,0
7.2,7.86,0.38,8.39,4.59,6.83,4.28,4.93,SHMUL,0
7.15,6.38,2.58,1.58,10.0,5.0,4.77,5.89,SHMCH,0
9.34,4.37,2.5,7.78,8.91,5.96,7.64,2.71,SLMUH,0
6.83,3.0,7.76,6.91,9.6,4.33,4.46,2.51,SLFUH,0
9.61,7.15,2.05,8.61,10.0,3.73,4.61,4.25,SHMUH,0
2.34,8.93,8.87,2.74,4.51,7.36,4.91,5.19,DHFCL,0
9.07,6.05,8.91,6.33,4.32,4.65,4.52,2.66,SHFUL,0
6.18,5.55,1.41,6.69,4.03,3.9,1.98,3.47,SHMUL,0
6.68,2.96,3.73,0.3,10.0,4.79,2.17,0.5,SLMCH,0
6.64,2.63,10.0,3.24,9.07,4.97,3.73,6.33,SLFCH,1
7.57,2.63,3.26,6.05,9.56,3.39,4.91,9.54,SLMUH,1
0.89,5.22,3.29,8.17,10.0,3.98,4.15,4.82,DHMUH,0
5.19,2.73,1.77,0.66,9.02,3.88,3.84,6.46,SLMCH,1
7.14,1.74,2.66,7.74,9.17,4.78,8.24,8.18,SLMUH,0
7.3,7.66,3.07,1.76,9.62,5.41,2.67,5.38,SHMCH,0
5.66,7.76,6.91,1.59,8.16,5.92,2.82,4.33,SHFCL,1
6.82,2.76,3.02,6.09,9.2,5.36,3.65,5.65,SLMUH,0
8.1,7.48,6.33,7.42,9.61,2.19,5.25,4.85,SHFUH,0
3.51,2.33,8.54,2.89,4.16,5.98,3.37,7.12,DLFCL,1
7.61,7.1,7.94,7.03,10.0,3.86,6.65,5.82,SHFUH,1
2.58,6.84,4.92,5.89,9.83,5.06,4.68,2.54,DHMUH,1
3.42,0.57,6.03,8.09,9.33,7.25,5.92,5.45,DLFUH,0
0.73,8.18,7.82,7.44,4.77,3.66,6.09,3.24,DHFUL,0
1.78,2.31,0.14,4.22,9.37,5.68,7.19,5.45,DLMCH,0
3.75,6.99,6.82,5.44,8.97,4.04,3.8,3.23,DHFUL,1
6.63,2.74,6.65,7.31,8.39,0.0,8.62,5.85,SLFUL,1
1.26,1.01,6.04,8.02,8.74,5.75,5.8,3.52,DLFUL,1
10.0,7.24,6.04,1.8,4.97,5.82,5.83,6.01,SHFCL,0
9.82,4.3,1.52,7.65,8.42,3.03,3.2,4.66,SLMUH,1
7.75,5.66,3.37,1.97,7.26,2.93,4.2,3.13,SHMCL,1
2.28,2.75,7.02,6.56,4.29,2.52,4.65,2.8,DLFUL,0
5.69,8.13,6.81,5.31,9.17,5.57,2.77,3.11,SHFUH,1
3.99,4.29,6.96,7.92,8.16,2.9,5.58,4.98,DHFUL,1
8.32,0.0,7.99,3.56,9.15,4.35,3.39,4.22,SLFCH,0
6.48,7.31,0.76,2.54,9.38,4.14,7.38,3.27,SHMCH,0
6.72,8.59,3.8,4.76,4.74,1.06,4.82,4.74,SHMUL,1
2.69,1.61,9.12,7.13,9.11,4.37,3.12,4.3,DLFUH,0
8.15,1.36,2.85,7.71,9.58,3.98,6.78,8.08,SLMUH,0
9.37,1.61,9.62,7.89,9.24,3.66,4.67,2.07,SLFUH,0
6.93,6.59,8.11,8.87,8.84,5.37,2.14,2.79,SHFUH,0
2.85,9.12,8.94,7.89,4.82,4.05,4.55,5.82,DHFUL,0
7.09,2.04,3.74,2.46,9.55,4.34,5.69,7.02,SLMCH,0
0.27,1.41,6.76,7.57,4.43,4.23,3.16,5.26,DLFUL,0
6.24,3.24,7.4,6.7,5.35,5.26,5.79,3.96,SLFUL,1
3.26,5.73,9.07,7.64,9.87,6.09,3.94,3.63,DHFUH,0
6.49,8.15,8.56,6.07,5.7,2.03,1.16,4.4,SHFUL,1
6.1,6.32,9.57,7.53,8.04,3.25,6.62,3.84,SHFUL,1
2.04,4.67,8.13,2.6,9.56,4.4,4.14,4.45,DHFCH,0
7.48,3.21,7.86,0.64,9.39,4.18,3.77,5.23,SLFCH,1
1.77,2.99,7.74,2.41,4.74,6.19,4.65,4.54,DLFCL,0
3.44,4.11,1.65,2.59,8.78,3.45,2.81,3.4,DLMCH,1
7.29,6.7,2.93,2.94,4.68,3.45,8.46,5.49,SHMCL,0
3.76,4.11,4.77,3.47,9.76,4.33,5.92,6.81,DLMCH,1
2.2,2.09,7.59,0.58,5.29,5.0,5.06,6.44,DLFCL,0
3.45,8.15,8.6,1.37,8.48,4.99,9.35,6.9,DHFCH,0
3.12,6.6,5.64,1.63,9.84,6.46,4.78,2.93,DHMCH,1
2.54,2.6,5.58,7.06,9.63,4.24,4.78,3.81,DLFUH,1
8.4,8.35,7.47,5.8,9.36,4.97,5.43,3.89,SHFUH,0
7.03,3.37,5.56,2.58,8.97,4.39,5.46,3.32,SLFCH,0
0.36,2.28,3.64,7.52,4.7,6.33,6.46,6.97,DLMUL,0
7.15,6.25,3.02,7.09,9.12,3.86,5.39,5.06,SHMUH,0
7.74,3.56,1.85,6.87,5.11,5.62,3.76,4.89,SLMUL,0
3.14,3.18,7.13,2.79,9.61,5.9,5.91,1.09,DLFCH,0
2.39,7.85,3.27,2.62,5.08,6.24,4.91,3.91,DHMCL,0
7.16,2.53,2.8,8.05,4.92,4.82,7.07,6.81,SLMUL,0
2.63,2.43,6.17,1.03,8.54,1.1,5.31,4.28,DLFCL,1
3.17,7.08,8.1,2.15,10.0,5.61,5.39,5.19,DHFCH,0
5.81,7.96,7.32,7.54,9.65,6.8,6.47,3.88,SHFUH,0
6.98,7.56,6.25,5.26,9.77,1.83,6.28,7.34,SHFUH,0
7.1,2.74,2.77,1.36,4.71,7.16,3.26,1.83,SLMCL,0
5.87,2.39,7.8,1.51,8.78,4.83,6.84,5.9,DLFCH,1
5.64,2.53,2.53,2.38,5.73,0.99,5.59,7.34,SLMCL,0
2.6,4.2,6.16,3.27,3.86,5.33,7.36,5.73,DLFCL,0
4.1,7.92,8.23,3.67,4.3,6.13,4.56,1.23,DHFCL,0
3.54,0.65,7.62,7.03,4.74,7.96,2.71,5.57,DLFUL,1
3.1,3.59,1.37,7.72,9.28,4.85,6.3,6.46,DLMUH,0
4.12,7.86,2.28,3.69,3.7,1.98,6.19,5.09,DHMCL,0
2.07,4.11,7.63,9.19,8.57,5.28,4.41,5.21,DLFUH,1
7.12,7.79,2.25,2.46,5.05,3.98,5.8,9.37,SHMCL,0
3.81,2.01,8.16,2.1,5.07,6.11,4.31,6.49,DLFCL,0
3.92,2.55,8.59,1.81,10.0,5.41,5.65,5.2,DLFCH,0
2.33,8.01,2.26,7.9,9.67,5.18,9.15,6.37,DHMUH,0
3.22,3.92,7.04,2.6,3.8,5.4,3.4,5.3,DLFCL,0
3.04,7.83,1.87,2.93,8.85,5.95,7.07,7.45,DHMCH,0
3.64,2.97,3.51,2.66,8.41,5.08,5.0,3.92,DLMCL,1
4.3,1.38,6.57,1.28,5.7,9.29,5.55,5.87,DLFCL,1
8.13,5.82,4.36,7.73,9.7,5.64,6.64,5.08,SHMUH,1
8.4,4.75,4.2,8.52,5.25,5.22,6.64,3.9,SHMUL,1
2.12,8.52,3.53,2.68,5.58,5.41,4.16,6.05,DHMCL,0
8.52,7.9,7.12,5.58,10.0,3.43,7.07,5.81,SHFUH,0
6.98,8.28,8.55,2.43,5.03,6.14,5.2,3.06,SHFCL,0
6.77,3.87,8.63,7.53,4.73,6.69,3.51,5.59,SLFUL,0
8.5,7.52,6.67,1.25,9.01,5.59,5.52,3.8,SHFCH,0
1.86,9.19,1.45,7.93,8.01,7.64,3.64,3.9,DHMUL,1
8.07,3.38,8.27,7.09,5.16,4.6,5.66,5.51,SLFUL,0
8.81,7.18,0.57,1.23,3.35,4.65,4.72,4.36,SHMCL,0
2.15,3.63,9.16,1.75,9.34,5.53,5.73,4.22,DLFCH,0
7.99,7.64,7.4,1.67,4.96,6.89,4.82,3.67,SHFCL,0
4.26,9.59,5.84,5.45,4.38,6.48,5.43,4.05,DHFUL,1
8.32,5.61,3.66,8.32,5.75,4.92,6.52,2.79,SHMUL,0
1.73,5.55,1.16,7.91,5.35,8.7,4.07,4.6,DHMUL,1
6.0,9.97,5.97,2.21,5.0,5.38,5.65,8.12,SHFCL,1
7.15,1.48,2.4,3.63,3.63,2.76,3.62,7.19,SLMCL,0
6.0,3.35,2.71,2.75,9.58,3.12,4.86,5.33,DLMCH,1
7.95,2.04,9.48,1.76,9.43,5.96,6.34,6.92,SLFCH,0
5.63,1.15,2.24,2.43,9.02,5.12,4.35,6.64,SLMCH,0
4.07,7.33,6.17,3.16,9.97,7.35,6.92,7.92,DHFCH,0
7.79,2.12,3.92,5.66,5.06,7.99,4.83,2.4,SLMUL,0
3.51,2.6,7.27,8.84,8.4,6.91,3.68,5.32,DLFUH,0
2.4,0.99,5.5,8.24,4.55,6.31,6.66,4.07,DLFUL,0
9.5,1.32,1.66,2.74,5.97,3.17,5.37,7.73,SLMCL,0
2.57,6.88,1.56,5.88,4.78,5.85,3.96,8.78,DHMUL,0
7.54,6.68,3.39,7.12,4.84,5.91,4.72,4.65,SHMUL,0
4.44,3.22,3.96,6.65,5.14,3.59,4.66,6.16,DLMUL,0
4.63,1.21,1.4,4.34,6.74,3.24,4.45,5.51,DLMCL,0
2.18,2.25,8.49,7.03,4.6,4.0,5.57,7.29,DLFUL,1
5.41,2.91,3.21,0.37,5.16,3.78,4.38,4.08,DLMCL,1
2.37,7.51,8.36,7.4,6.08,4.77,4.64,4.74,DHFUL,0
6.04,9.42,5.84,4.99,4.45,6.47,6.46,3.51,DHFCL,1
2.57,8.91,6.73,8.53,4.63,4.06,6.82,6.49,DHFUL,1
5.3,7.4,8.57,4.53,8.79,4.27,6.33,3.2,SHFCH,1
8.39,2.51,2.75,2.54,4.88,3.38,4.77,3.88,SLMCL,0
7.27,5.21,3.26,6.85,4.73,4.63,6.93,2.17,SHMUL,1
2.79,2.9,7.72,7.9,9.82,4.59,5.12,7.61,DLFUH,0
3.55,2.82,6.62,7.4,5.86,7.56,7.22,6.18,DLFUL,0
8.25,6.27,1.45,5.75,8.72,5.38,5.76,2.86,SHMUL,1
2.88,6.14,7.06,7.53,4.85,3.73,5.93,3.79,DHFUL,1
2.87,7.82,1.6,7.16,9.82,4.68,4.57,7.86,DHMUH,0
9.28,6.89,2.67,8.35,4.41,4.18,5.27,9.29,SHMUL,0
8.61,3.4,7.57,9.98,9.28,2.59,2.88,7.21,SLFUH,0
6.13,8.17,6.78,2.14,10.0,6.51,5.86,5.57,SHFCH,0
6.36,3.06,1.86,6.35,4.51,4.09,6.69,6.46,SLMUL,1
1.86,7.44,1.43,2.96,5.87,4.88,4.7,3.33,DHMCL,0
5.97,2.48,2.43,3.13,9.17,3.34,4.38,5.05,SLMCH,0
6.84,3.73,7.35,3.43,9.5,4.58,4.08,7.38,SLFCH,1
8.37,0.0,7.88,10.0,4.09,4.64,4.99,4.31,SLFUL,0
7.07,2.87,7.01,6.14,8.21,6.94,5.39,6.24,SLFCL,1
4.99,7.97,1.91,6.52,10.0,3.12,6.32,6.06,DHMUH,1
6.72,9.33,6.37,3.83,4.61,8.02,5.89,3.48,SHFCL,0
3.23,6.92,4.76,3.07,4.67,3.32,3.22,5.13,DHMCL,1
4.79,7.13,6.26,6.79,5.75,7.23,3.28,4.31,SHFUL,1
3.14,6.96,4.75,7.27,5.66,4.22,3.69,5.23,DHFUL,1
2.46,8.16,8.34,2.61,10.0,6.1,6.67,6.48,DHFCH,0
8.07,2.39,6.56,2.89,9.46,4.06,5.06,4.81,SLFCH,0
2.3,6.35,2.59,6.04,4.38,3.87,6.27,4.46,DHMUL,0
2.12,2.82,6.7,2.15,5.15,6.27,5.48,6.89,DLFCL,0
8.38,7.19,8.14,7.72,5.43,2.98,4.78,4.91,SHFUL,0
6.8,8.47,2.53,2.28,8.07,5.59,7.1,5.27,SHMCL,1
1.02,2.33,0.84,6.44,5.5,4.93,4.52,3.88,DLMUL,0
2.62,7.1,7.23,2.48,4.61,6.04,7.15,4.3,DHFCL,0
2.4,8.44,4.78,2.69,10.0,7.81,6.1,7.53,DHFCH,0
1.4,8.45,2.96,8.0,9.12,5.26,2.99,4.81,DHMUH,0
6.53,9.54,7.07,7.53,10.0,2.05,4.64,4.14,SHFUH,0
8.15,3.19,3.11,1.12,8.97,4.69,3.91,3.4,SLMCH,0
1.38,2.97,1.19,2.93,10.0,4.25,3.55,4.29,DLMCH,0
8.75,3.63,4.21,0.16,8.64,6.15,2.67,4.51,SLMCH,1
7.48,3.84,2.48,3.59,10.0,6.0,2.32,6.67,SLMCH,0
2.06,6.85,2.97,8.07,3.94,7.76,3.21,7.29,DHMUL,1
8.92,8.11,7.67,8.74,4.95,5.05,7.58,7.43,SHFUL,0
6.06,6.54,7.26,4.59,9.61,4.63,8.33,2.44,SHFUH,1
6.82,7.92,2.79,2.13,9.44,6.79,4.92,5.8,SHMCH,1
4.06,4.4,5.45,6.18,9.06,5.02,4.21,6.72,DHFUH,1
8.63,2.53,1.94,6.98,9.16,4.29,3.1,4.61,SLMUH,0
2.46,9.34,3.29,6.9,9.94,5.46,6.96,4.21,DHMUH,0
7.66,3.58,1.65,2.83,4.98,5.47,3.75,2.62,SLMCL,0
9.77,2.71,6.72,7.91,4.72,2.91,6.05,6.68,SLFUL,0
3.13,3.23,3.69,6.85,4.92,4.74,3.06,4.6,DLMUL,0
3.52,6.96,7.09,2.54,5.69,5.03,3.2,5.82,DHFCL,0
7.25,10.0,8.26,7.66,5.58,4.16,5.16,4.03,SHFUL,1
2.71,5.62,6.7,2.56,9.02,5.0,5.67,4.61,DHFCH,1
7.32,1.55,7.35,8.34,9.2,5.66,3.38,6.17,SLFUH,0
4.17,4.78,7.73,1.19,9.16,4.44,5.89,3.58,DLFCH,1
2.66,8.54,6.41,2.68,5.77,2.4,5.27,4.12,DHFCL,0
3.47,8.74,3.63,3.11,5.36,5.78,3.35,6.05,DHMCL,0
2.69,7.27,8.25,7.15,10.0,4.05,2.24,6.51,DHFUH,1
5.83,3.33,4.43,8.36,9.23,7.14,4.2,7.12,SLMUH,1
1.68,8.07,6.74,9.79,9.43,3.24,3.52,6.72,DHFUH,0
2.6,1.09,1.18,6.12,5.29,8.1,7.04,2.16,DLMUL,0
2.91,7.27,2.58,2.51,5.27,6.75,7.47,5.46,DHMCL,0
1.18,0.96,2.39,9.06,4.89,6.96,5.53,5.71,DLMUL,0
2.13,2.44,4.53,4.23,4.08,6.3,4.51,4.91,DLMCL,1
6.5,6.21,2.91,1.4,8.84,6.26,5.79,3.12,SHMCH,0
0.55,0.53,7.77,2.49,5.1,4.31,6.0,6.4,DLFCL,0
2.62,3.71,1.9,3.27,9.53,7.24,6.94,5.3,DLMCH,0
1.65,6.22,8.02,7.91,7.88,4.55,6.2,5.22,DHFUH,0
0.48,7.32,7.41,4.08,9.89,8.53,5.61,3.85,DHFCH,1
1.67,6.72,8.99,7.26,9.43,6.16,2.5,5.08,DHFUH,0
6.09,8.68,2.18,2.3,4.71,4.13,6.04,5.38,SHMCL,0
2.46,5.2,5.28,7.27,5.36,4.63,6.98,5.95,DLMUL,1
1.14,6.71,3.8,3.34,5.89,4.59,3.27,4.64,DHMCL,0
2.41,6.53,6.54,5.65,8.11,7.46,4.23,5.44,DHFCL,1
4.58,7.45,3.59,5.18,5.59,5.81,4.98,4.53,DHMUL,1
3.65,1.77,2.44,5.98,9.14,4.55,6.44,6.85,DLMUL,1
1.51,2.17,9.11,3.55,8.52,7.03,7.02,3.24,DLFCH,0
2.89,6.96,3.29,6.8,4.38,2.36,2.65,3.66,DHMUL,0
7.36,7.45,2.55,7.65,8.99,6.4,5.31,4.93,SHMUH,0
3.09,6.35,2.41,3.44,5.52,5.32,6.33,5.74,DHMCL,0
4.9,0.95,6.06,2.47,4.71,5.13,9.15,6.25,SLFCL,1
7.86,6.77,2.22,1.0,4.38,4.19,6.84,4.04,SHMCL,0
5.79,1.98,7.83,7.96,10.0,5.42,2.13,6.74,SLFUH,1
7.45,3.67,6.46,2.42,5.41,1.43,6.55,3.23,SLFCL,0
5.37,6.23,6.47,8.22,8.85,3.56,5.04,2.93,DHFUL,1
6.99,2.99,4.48,5.56,10.0,4.65,5.52,2.88,SLMUH,0
3.22,2.34,8.06,6.87,4.9,5.25,5.37,5.74,DLFUL,0
8.2,6.55,2.87,6.98,8.04,3.86,4.76,7.83,SHMUL,1
7.9,1.96,3.07,7.88,5.52,6.07,5.88,4.85,SLMUL,0
0.82,0.18,3.33,5.43,9.34,6.25,7.1,5.8,DLMUH,1
6.91,1.11,4.09,2.8,9.36,6.14,5.71,5.41,SLMCH,0
6.84,10.0,7.7,5.31,9.73,3.92,6.75,5.82,SHFUH,0
1.23,2.59,6.27,0.32,4.77,2.3,3.87,3.64,DLFCL,0
3.58,3.23,2.77,5.89,4.86,3.18,3.57,4.58,DLMUL,1
7.57,7.53,4.38,9.61,8.94,6.18,3.56,4.23,SHMUL,1
6.62,7.91,7.72,8.57,5.45,6.61,5.91,5.31,SHFUL,0
1.42,8.49,9.6,5.74,4.79,6.9,2.83,5.85,DHFUL,0
2.25,3.33,8.29,3.99,9.17,5.83,5.65,5.01,DLFCH,1
1.86,2.22,3.99,1.63,5.58,2.48,4.5,5.24,DLMCL,0
3.84,2.74,1.15,5.94,6.0,4.86,4.03,4.59,DLMUL,0
1.18,8.66,6.13,6.02,9.78,4.33,4.37,3.85,DHFUH,1
7.4,6.29,1.26,1.82,9.2,4.71,7.75,5.35,SHMCH,1
6.68,2.28,10.0,9.22,8.64,5.83,6.2,4.49,SLFUH,0
4.06,2.22,2.97,6.47,4.91,5.12,3.83,3.71,DLMUL,1
5.24,7.72,6.57,2.99,4.23,5.05,4.58,5.45,SHFCL,0
7.04,7.3,7.38,2.45,10.0,1.48,5.05,4.88,SHFCH,0
6.34,2.06,7.32,1.86,5.35,4.33,6.47,5.42,SLFCL,0
6.54,7.51,6.41,7.24,4.92,4.01,5.1,5.94,SHFUL,0
1.07,8.26,3.26,8.47,9.68,5.96,8.28,4.55,DHMUH,0
7.78,5.31,8.05,1.92,5.37,5.66,4.91,4.34,SHFCL,1
1.36,2.14,1.09,3.11,9.6,2.53,5.53,4.92,DLMCH,0
2.98,6.85,1.18,8.65,9.23,5.03,4.08,6.92,DHMUH,0
8.65,0.0,7.06,2.45,9.1,6.3,6.8,2.88,SLFCH,0
1.56,9.11,8.12,9.62,4.73,5.19,4.01,5.21,DHFUL,0
